;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 2013-10-08 21:27:27
;----------------------------------------------

;Address Opcode 	ASM
0x031F       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0
0x0320       [2]    FARG___Lib_USB_genHID_memset_usb_p1
0x0320       [2]    FARG___Lib_USB_genHID_USB_CB_Handler_event
0x0322       [2]    FARG___Lib_USB_genHID_USB_CB_Handler_pdata
0x0322       [1]    FARG___Lib_USB_genHID_memset_usb_mem_value
0x0323       [2]    FARG___Lib_USB_genHID_memset_usb_n
0x0324       [2]    FARG___Lib_USB_genHID_USB_CB_Handler_size
0x0326       [1]    FARG___Lib_USB_genHID_USB_Enable_Endpoint_ep
0x0326       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_ep
0x0327       [1]    FARG___Lib_USB_genHID_USB_Enable_Endpoint_options
0x0327       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_dir
0x0328       [2]    FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x032A       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_len
0x032B       [3]    FARG___Lib_USB_genHID_USB_EP0_Send_ROM_src
0x032B       [1]    FARG___Lib_USB_genHID_USB_EP0_Transmit_Options_options
0x032B       [1]    FARG___Lib_USB_genHID_USB_Configure_Endpoint_EPNum
0x032B       [2]    FARG___Lib_USB_genHID_USB_EP0_Send_RAM_src
0x032C       [1]    FARG___Lib_USB_genHID_USB_Configure_Endpoint_direction
0x032D       [2]    FARG___Lib_USB_genHID_USB_EP0_Send_RAM_size
0x032E       [2]    FARG___Lib_USB_genHID_USB_EP0_Send_ROM_size
0x032F       [1]    FARG___Lib_USB_genHID_USB_EP0_Send_RAM_options
0x0330       [1]    FARG___Lib_USB_genHID_USB_EP0_Send_ROM_options
0x0400      [32]    __Lib_USB_genHID_BDT
0x0420       [8]    __Lib_USB_genHID_SetupPkt
0x0428       [8]    __Lib_USB_genHID_CtrlTrfData
0x0430       [3]    __Lib_USB_genHID_hid_report_out
0x0433       [3]    __Lib_USB_genHID_hid_report_in
0x0500      [65]    _readbuff
0x0540      [65]    _writebuff
0x0F62       [1]    SPPDATA
0x0F63       [0]    CSEN_bit
0x0F63       [0]    WS1_bit
0x0F63       [0]    WS3_bit
0x0F63       [0]    CLKCFG1_bit
0x0F63       [0]    WS2_bit
0x0F63       [0]    CLKCFG0_bit
0x0F63       [0]    WS0_bit
0x0F63       [1]    SPPCFG
0x0F63       [0]    CLK1EN_bit
0x0F64       [0]    RDSPP_bit
0x0F64       [0]    ADDR1_bit
0x0F64       [0]    WRSPP_bit
0x0F64       [1]    SPPEPS
0x0F64       [0]    ADDR0_bit
0x0F64       [0]    ADDR2_bit
0x0F64       [0]    ADDR3_bit
0x0F64       [0]    SPPBUSY_bit
0x0F65       [0]    SPPEN_bit
0x0F65       [1]    SPPCON
0x0F65       [0]    SPPOWN_bit
0x0F66       [1]    UFRM
0x0F66       [0]    FRM7_bit
0x0F66       [0]    FRM3_bit
0x0F66       [0]    FRM4_bit
0x0F66       [1]    UFRML
0x0F66       [0]    FRM5_bit
0x0F66       [0]    FRM6_bit
0x0F66       [0]    FRM0_bit
0x0F66       [0]    FRM1_bit
0x0F66       [0]    FRM2_bit
0x0F67       [0]    FRM8_bit
0x0F67       [1]    UFRMH
0x0F67       [0]    FRM9_bit
0x0F67       [0]    FRM10_bit
0x0F68       [0]    TRNIF_bit
0x0F68       [1]    UIR
0x0F68       [0]    UERRIF_bit
0x0F68       [0]    IDLEIF_bit
0x0F68       [0]    ACTVIF_bit
0x0F68       [0]    SOFIF_bit
0x0F68       [0]    STALLIF_bit
0x0F68       [0]    URSTIF_bit
0x0F69       [0]    ACTVIE_bit
0x0F69       [0]    TRNIE_bit
0x0F69       [1]    UIE
0x0F69       [0]    SOFIE_bit
0x0F69       [0]    URSTIE_bit
0x0F69       [0]    STALLIE_bit
0x0F69       [0]    IDLEIE_bit
0x0F69       [0]    UERRIE_bit
0x0F6A       [0]    BTSEF_bit
0x0F6A       [0]    DFN8EF_bit
0x0F6A       [1]    UEIR
0x0F6A       [0]    BTOEF_bit
0x0F6A       [0]    PIDEF_bit
0x0F6A       [0]    CRC16EF_bit
0x0F6A       [0]    CRC5EF_bit
0x0F6B       [0]    BTOEE_bit
0x0F6B       [0]    DFN8EE_bit
0x0F6B       [1]    UEIE
0x0F6B       [0]    CRC16EE_bit
0x0F6B       [0]    BTSEE_bit
0x0F6B       [0]    PIDEE_bit
0x0F6B       [0]    CRC5EE_bit
0x0F6C       [0]    ENDP1_bit
0x0F6C       [0]    ENDP3_bit
0x0F6C       [0]    ENDP0_bit
0x0F6C       [0]    ENDP2_bit
0x0F6C       [0]    DIR__bit
0x0F6C       [0]    PPBI_bit
0x0F6C       [1]    USTAT
0x0F6D       [0]    SUSPND_bit
0x0F6D       [0]    SE0_bit
0x0F6D       [0]    PKTDIS_bit
0x0F6D       [0]    USBEN_bit
0x0F6D       [0]    RESUME__bit
0x0F6D       [0]    PPBRST_bit
0x0F6D       [1]    UCON
0x0F6E       [0]    ADDR0_UADDR_bit
0x0F6E       [0]    ADDR2_UADDR_bit
0x0F6E       [0]    ADDR1_UADDR_bit
0x0F6E       [0]    ADDR4_bit
0x0F6E       [0]    ADDR6_bit
0x0F6E       [0]    ADDR5_bit
0x0F6E       [1]    UADDR
0x0F6E       [0]    ADDR3_UADDR_bit
0x0F6F       [0]    UOEMON_bit
0x0F6F       [0]    UTEYE_bit
0x0F6F       [0]    UPUEN_bit
0x0F6F       [0]    PPB1_bit
0x0F6F       [1]    UCFG
0x0F6F       [0]    UTRDIS_bit
0x0F6F       [0]    FSEN_bit
0x0F6F       [0]    PPB0_bit
0x0F70       [0]    EPOUTEN_bit
0x0F70       [1]    UEP0
0x0F70       [0]    EPSTALL_bit
0x0F70       [0]    EPINEN_bit
0x0F70       [0]    EPHSHK_bit
0x0F70       [0]    EPCONDIS_bit
0x0F71       [0]    EPCONDIS_UEP1_bit
0x0F71       [1]    UEP1
0x0F71       [0]    EPSTALL_UEP1_bit
0x0F71       [0]    EPHSHK_UEP1_bit
0x0F71       [0]    EPOUTEN_UEP1_bit
0x0F71       [0]    EPINEN_UEP1_bit
0x0F72       [0]    EPINEN_UEP2_bit
0x0F72       [0]    EPCONDIS_UEP2_bit
0x0F72       [0]    EPSTALL_UEP2_bit
0x0F72       [0]    EPOUTEN_UEP2_bit
0x0F72       [1]    UEP2
0x0F72       [0]    EPHSHK_UEP2_bit
0x0F73       [0]    EPOUTEN_UEP3_bit
0x0F73       [0]    EPSTALL_UEP3_bit
0x0F73       [0]    EPCONDIS_UEP3_bit
0x0F73       [1]    UEP3
0x0F73       [0]    EPHSHK_UEP3_bit
0x0F73       [0]    EPINEN_UEP3_bit
0x0F74       [0]    EPSTALL_UEP4_bit
0x0F74       [0]    EPCONDIS_UEP4_bit
0x0F74       [0]    EPHSHK_UEP4_bit
0x0F74       [0]    EPOUTEN_UEP4_bit
0x0F74       [1]    UEP4
0x0F74       [0]    EPINEN_UEP4_bit
0x0F75       [0]    EPHSHK_UEP5_bit
0x0F75       [1]    UEP5
0x0F75       [0]    EPINEN_UEP5_bit
0x0F75       [0]    EPCONDIS_UEP5_bit
0x0F75       [0]    EPOUTEN_UEP5_bit
0x0F75       [0]    EPSTALL_UEP5_bit
0x0F76       [0]    EPOUTEN_UEP6_bit
0x0F76       [0]    EPCONDIS_UEP6_bit
0x0F76       [0]    EPSTALL_UEP6_bit
0x0F76       [1]    UEP6
0x0F76       [0]    EPHSHK_UEP6_bit
0x0F76       [0]    EPINEN_UEP6_bit
0x0F77       [0]    EPINEN_UEP7_bit
0x0F77       [0]    EPHSHK_UEP7_bit
0x0F77       [0]    EPOUTEN_UEP7_bit
0x0F77       [1]    UEP7
0x0F77       [0]    EPCONDIS_UEP7_bit
0x0F77       [0]    EPSTALL_UEP7_bit
0x0F78       [1]    UEP8
0x0F78       [0]    EPCONDIS_UEP8_bit
0x0F78       [0]    EPHSHK_UEP8_bit
0x0F78       [0]    EPOUTEN_UEP8_bit
0x0F78       [0]    EPSTALL_UEP8_bit
0x0F78       [0]    EPINEN_UEP8_bit
0x0F79       [0]    EPSTALL_UEP9_bit
0x0F79       [1]    UEP9
0x0F79       [0]    EPCONDIS_UEP9_bit
0x0F79       [0]    EPINEN_UEP9_bit
0x0F79       [0]    EPHSHK_UEP9_bit
0x0F79       [0]    EPOUTEN_UEP9_bit
0x0F7A       [0]    EPCONDIS_UEP10_bit
0x0F7A       [0]    EPINEN_UEP10_bit
0x0F7A       [1]    UEP10
0x0F7A       [0]    EPHSHK_UEP10_bit
0x0F7A       [0]    EPOUTEN_UEP10_bit
0x0F7A       [0]    EPSTALL_UEP10_bit
0x0F7B       [0]    EPINEN_UEP11_bit
0x0F7B       [0]    EPOUTEN_UEP11_bit
0x0F7B       [1]    UEP11
0x0F7B       [0]    EPCONDIS_UEP11_bit
0x0F7B       [0]    EPSTALL_UEP11_bit
0x0F7B       [0]    EPHSHK_UEP11_bit
0x0F7C       [0]    EPINEN_UEP12_bit
0x0F7C       [1]    UEP12
0x0F7C       [0]    EPSTALL_UEP12_bit
0x0F7C       [0]    EPHSHK_UEP12_bit
0x0F7C       [0]    EPOUTEN_UEP12_bit
0x0F7C       [0]    EPCONDIS_UEP12_bit
0x0F7D       [0]    EPSTALL_UEP13_bit
0x0F7D       [0]    EPHSHK_UEP13_bit
0x0F7D       [0]    EPOUTEN_UEP13_bit
0x0F7D       [0]    EPCONDIS_UEP13_bit
0x0F7D       [0]    EPINEN_UEP13_bit
0x0F7D       [1]    UEP13
0x0F7E       [0]    EPHSHK_UEP14_bit
0x0F7E       [0]    EPSTALL_UEP14_bit
0x0F7E       [1]    UEP14
0x0F7E       [0]    EPCONDIS_UEP14_bit
0x0F7E       [0]    EPINEN_UEP14_bit
0x0F7E       [0]    EPOUTEN_UEP14_bit
0x0F7F       [0]    EPHSHK_UEP15_bit
0x0F7F       [0]    EPCONDIS_UEP15_bit
0x0F7F       [1]    UEP15
0x0F7F       [0]    EPINEN_UEP15_bit
0x0F7F       [0]    EPOUTEN_UEP15_bit
0x0F7F       [0]    EPSTALL_UEP15_bit
0x0F80       [0]    RA1_bit
0x0F80       [0]    RA2_bit
0x0F80       [0]    T0CKI_bit
0x0F80       [1]    PORTA
0x0F80       [0]    RA0_bit
0x0F80       [0]    RA4_bit
0x0F80       [0]    AN1_bit
0x0F80       [0]    AN0_bit
0x0F80       [0]    AN4_bit
0x0F80       [0]    AN2_bit
0x0F80       [0]    VREFM_bit
0x0F80       [0]    AN3_bit
0x0F80       [0]    RA6_bit
0x0F80       [0]    RA3_bit
0x0F80       [0]    OSC2_bit
0x0F80       [0]    RA5_bit
0x0F80       [0]    VREFP_bit
0x0F80       [0]    LVDIN_bit
0x0F80       [0]    HLVDIN_bit
0x0F81       [0]    INT0_bit
0x0F81       [0]    INT1_bit
0x0F81       [0]    INT2_bit
0x0F81       [0]    PGD_bit
0x0F81       [0]    PGC_bit
0x0F81       [0]    LCD_EN
0x0F81       [0]    PGM_bit
0x0F81       [0]    LCD_D7
0x0F81       [0]    LCD_D4
0x0F81       [1]    PORTB
0x0F81       [0]    LCD_D6
0x0F81       [0]    LCD_D5
0x0F81       [0]    RB5_bit
0x0F81       [0]    RB4_bit
0x0F81       [0]    RB7_bit
0x0F81       [0]    RB6_bit
0x0F81       [0]    RB3_bit
0x0F81       [0]    RB0_bit
0x0F81       [0]    LCD_RS
0x0F81       [0]    RB2_bit
0x0F81       [0]    RB1_bit
0x0F82       [0]    TX_bit
0x0F82       [0]    P1A_bit
0x0F82       [0]    RC5_bit
0x0F82       [1]    PORTC
0x0F82       [0]    T13CKI_bit
0x0F82       [0]    T1OSI_bit
0x0F82       [0]    CCP1_bit
0x0F82       [0]    T1OSO_bit
0x0F82       [0]    CK_bit
0x0F82       [0]    RC7_bit
0x0F82       [0]    RC0_bit
0x0F82       [0]    RC2_bit
0x0F82       [0]    RX__bit
0x0F82       [0]    RC4_bit
0x0F82       [0]    RC1_bit
0x0F82       [0]    RC6_bit
0x0F83       [0]    SPP7_bit
0x0F83       [0]    SPP6_bit
0x0F83       [0]    RD7_bit
0x0F83       [0]    RD6_bit
0x0F83       [1]    PORTD
0x0F83       [0]    RD1_bit
0x0F83       [0]    RD0_bit
0x0F83       [0]    RD2_bit
0x0F83       [0]    RD5_bit
0x0F83       [0]    RD4_bit
0x0F83       [0]    RD3_bit
0x0F83       [0]    SPP5_bit
0x0F83       [0]    SPP4_bit
0x0F83       [0]    SPP1_bit
0x0F83       [0]    SPP3_bit
0x0F83       [0]    SPP2_bit
0x0F83       [0]    SPP0_bit
0x0F84       [0]    RDPU_PORTE_bit
0x0F84       [0]    CK2SPP_bit
0x0F84       [0]    RDPU_bit
0x0F84       [1]    PORTE
0x0F84       [0]    CK1SPP_bit
0x0F84       [0]    RE0_bit
0x0F84       [0]    OESPP_bit
0x0F84       [0]    RE3_bit
0x0F84       [0]    RE2_bit
0x0F84       [0]    RE1_bit
0x0F89       [0]    LATA0_bit
0x0F89       [0]    LATA2_bit
0x0F89       [0]    LATA1_bit
0x0F89       [0]    LATA6_bit
0x0F89       [0]    LATA3_bit
0x0F89       [1]    LATA
0x0F89       [0]    LATA4_bit
0x0F89       [0]    LATA5_bit
0x0F8A       [0]    LATB1_bit
0x0F8A       [0]    LATB2_bit
0x0F8A       [0]    LATB3_bit
0x0F8A       [0]    LATB4_bit
0x0F8A       [0]    LATB6_bit
0x0F8A       [0]    LATB7_bit
0x0F8A       [1]    LATB
0x0F8A       [0]    LATB5_bit
0x0F8A       [0]    LATB0_bit
0x0F8B       [0]    LATC2_bit
0x0F8B       [0]    LATC7_bit
0x0F8B       [1]    LATC
0x0F8B       [0]    LATC1_bit
0x0F8B       [0]    LATC6_bit
0x0F8B       [0]    LATC0_bit
0x0F8C       [0]    LATD0_bit
0x0F8C       [0]    LATD7_bit
0x0F8C       [0]    LATD6_bit
0x0F8C       [0]    LATD4_bit
0x0F8C       [0]    LATD2_bit
0x0F8C       [1]    LATD
0x0F8C       [0]    LATD1_bit
0x0F8C       [0]    LATD3_bit
0x0F8C       [0]    LATD5_bit
0x0F8D       [0]    LATE0_bit
0x0F8D       [1]    LATE
0x0F8D       [0]    LATE2_bit
0x0F8D       [0]    LATE1_bit
0x0F92       [0]    TRISA6_bit
0x0F92       [0]    TRISA2_bit
0x0F92       [1]    TRISA
0x0F92       [0]    TRISA3_bit
0x0F92       [0]    TRISA1_bit
0x0F92       [0]    TRISA5_bit
0x0F92       [0]    TRISA0_bit
0x0F92       [0]    TRISA4_bit
0x0F93       [0]    TRISB4_bit
0x0F93       [0]    TRISB5_bit
0x0F93       [0]    TRISB2_bit
0x0F93       [0]    TRISB1_bit
0x0F93       [0]    TRISB3_bit
0x0F93       [0]    TRISB0_bit
0x0F93       [1]    TRISB
0x0F93       [0]    LCD_D7_Direction
0x0F93       [0]    LCD_RS_Direction
0x0F93       [0]    LCD_EN_Direction
0x0F93       [0]    TRISB6_bit
0x0F93       [0]    LCD_D5_Direction
0x0F93       [0]    TRISB7_bit
0x0F93       [0]    LCD_D4_Direction
0x0F93       [0]    LCD_D6_Direction
0x0F94       [0]    TRISC7_bit
0x0F94       [0]    TRISC0_bit
0x0F94       [1]    TRISC
0x0F94       [0]    TRISC2_bit
0x0F94       [0]    TRISC1_bit
0x0F94       [0]    TRISC6_bit
0x0F95       [0]    TRISD1_bit
0x0F95       [1]    TRISD
0x0F95       [0]    TRISD2_bit
0x0F95       [0]    TRISD7_bit
0x0F95       [0]    TRISD3_bit
0x0F95       [0]    TRISD4_bit
0x0F95       [0]    TRISD5_bit
0x0F95       [0]    TRISD6_bit
0x0F95       [0]    TRISD0_bit
0x0F96       [0]    TRISE2_bit
0x0F96       [1]    TRISE
0x0F96       [0]    TRISE0_bit
0x0F96       [0]    TRISE1_bit
0x0F9B       [0]    TUN2_bit
0x0F9B       [0]    TUN1_bit
0x0F9B       [0]    TUN4_bit
0x0F9B       [0]    TUN3_bit
0x0F9B       [1]    OSCTUNE
0x0F9B       [0]    INTSRC_bit
0x0F9B       [0]    TUN0_bit
0x0F9D       [0]    TMR1IE_bit
0x0F9D       [0]    CCP1IE_bit
0x0F9D       [0]    TMR2IE_bit
0x0F9D       [0]    SPPIE_bit
0x0F9D       [0]    ADIE_bit
0x0F9D       [0]    TXIE_bit
0x0F9D       [0]    SSPIE_bit
0x0F9D       [0]    RCIE_bit
0x0F9D       [1]    PIE1
0x0F9E       [1]    PIR1
0x0F9E       [0]    CCP1IF_bit
0x0F9E       [0]    RCIF_bit
0x0F9E       [0]    SPPIF_bit
0x0F9E       [0]    TMR2IF_bit
0x0F9E       [0]    TMR1IF_bit
0x0F9E       [0]    TXIF_bit
0x0F9E       [0]    ADIF_bit
0x0F9E       [0]    SSPIF_bit
0x0F9F       [0]    TXIP_bit
0x0F9F       [0]    SSPIP_bit
0x0F9F       [0]    SPPIP_bit
0x0F9F       [0]    CCP1IP_bit
0x0F9F       [0]    TMR1IP_bit
0x0F9F       [0]    ADIP_bit
0x0F9F       [1]    IPR1
0x0F9F       [0]    TMR2IP_bit
0x0F9F       [0]    RCIP_bit
0x0FA0       [0]    CCP2IE_bit
0x0FA0       [0]    TMR3IE_bit
0x0FA0       [1]    PIE2
0x0FA0       [0]    BCLIE_bit
0x0FA0       [0]    HLVDIE_bit
0x0FA0       [0]    USBIE_bit
0x0FA0       [0]    LVDIE_bit
0x0FA0       [0]    OSCFIE_bit
0x0FA0       [0]    EEIE_bit
0x0FA0       [0]    CMIE_bit
0x0FA1       [0]    TMR3IF_bit
0x0FA1       [0]    EEIF_bit
0x0FA1       [0]    HLVDIF_bit
0x0FA1       [0]    USBIF_bit
0x0FA1       [1]    PIR2
0x0FA1       [0]    OSCFIF_bit
0x0FA1       [0]    LVDIF_bit
0x0FA1       [0]    CCP2IF_bit
0x0FA1       [0]    CMIF_bit
0x0FA1       [0]    BCLIF_bit
0x0FA2       [1]    IPR2
0x0FA2       [0]    OSCFIP_bit
0x0FA2       [0]    CCP2IP_bit
0x0FA2       [0]    EEIP_bit
0x0FA2       [0]    TMR3IP_bit
0x0FA2       [0]    LVDIP_bit
0x0FA2       [0]    HLVDIP_bit
0x0FA2       [0]    BCLIP_bit
0x0FA2       [0]    USBIP_bit
0x0FA2       [0]    CMIP_bit
0x0FA6       [0]    WREN_bit
0x0FA6       [0]    RD_bit
0x0FA6       [0]    CFGS_bit
0x0FA6       [1]    EECON1
0x0FA6       [0]    FREE_bit
0x0FA6       [0]    WRERR_bit
0x0FA6       [0]    WR_bit
0x0FA6       [0]    EEPGD_bit
0x0FA7       [1]    EECON2
0x0FA8       [1]    EEDATA
0x0FA9       [1]    EEADR
0x0FAB       [0]    OERR_bit
0x0FAB       [0]    ADDEN_bit
0x0FAB       [0]    RX9D_bit
0x0FAB       [0]    FERR_bit
0x0FAB       [0]    RX9_bit
0x0FAB       [0]    SREN_bit
0x0FAB       [1]    RCSTA
0x0FAB       [0]    ADEN_bit
0x0FAB       [0]    SPEN_bit
0x0FAB       [0]    CREN_bit
0x0FAC       [0]    CSRC_bit
0x0FAC       [0]    SENDB_bit
0x0FAC       [0]    TXEN_bit
0x0FAC       [0]    TRMT_bit
0x0FAC       [0]    SYNC_bit
0x0FAC       [1]    TXSTA
0x0FAC       [0]    BRGH_bit
0x0FAC       [0]    TX9_bit
0x0FAC       [0]    TX9D_bit
0x0FAD       [1]    TXREG
0x0FAE       [1]    RCREG
0x0FAF       [1]    SPBRG
0x0FB0       [1]    SPBRGH
0x0FB1       [0]    T3NSYNC_bit
0x0FB1       [0]    T3CCP1_bit
0x0FB1       [0]    TMR3CS_bit
0x0FB1       [0]    T3SYNC_bit
0x0FB1       [1]    T3CON
0x0FB1       [0]    RD16_bit
0x0FB1       [0]    T3CCP2_bit
0x0FB1       [0]    NOT_T3SYNC_bit
0x0FB1       [0]    T3CKPS0_bit
0x0FB1       [0]    T3CKPS1_bit
0x0FB1       [0]    TMR3ON_bit
0x0FB2       [1]    TMR3L
0x0FB3       [1]    TMR3H
0x0FB4       [1]    CMCON
0x0FB4       [0]    CM1_bit
0x0FB4       [0]    CM2_bit
0x0FB4       [0]    C1OUT_bit
0x0FB4       [0]    C2OUT_bit
0x0FB4       [0]    CIS_bit
0x0FB4       [0]    C2INV_bit
0x0FB4       [0]    CM0_bit
0x0FB4       [0]    C1INV_bit
0x0FB5       [0]    CVR2_bit
0x0FB5       [0]    CVR3_bit
0x0FB5       [0]    CVRSS_bit
0x0FB5       [1]    CVRCON
0x0FB5       [0]    CVREF_bit
0x0FB5       [0]    CVR0_bit
0x0FB5       [0]    CVR1_bit
0x0FB5       [0]    CVROE_bit
0x0FB5       [0]    CVREN_bit
0x0FB5       [0]    CVRR_bit
0x0FB6       [0]    ECCPAS1_bit
0x0FB6       [0]    ECCPAS0_bit
0x0FB6       [1]    ECCP1AS
0x0FB6       [1]    CCP1AS
0x0FB6       [0]    ECCPASE_bit
0x0FB6       [0]    ECCPAS2_bit
0x0FB6       [0]    PSSAC1_bit
0x0FB6       [0]    PSSBD0_bit
0x0FB6       [0]    PSSBD1_bit
0x0FB6       [0]    PSSAC0_bit
0x0FB7       [0]    PDC3_bit
0x0FB7       [1]    ECCP1DEL
0x0FB7       [0]    PDC2_bit
0x0FB7       [0]    PDC1_bit
0x0FB7       [0]    PDC0_bit
0x0FB7       [0]    PDC4_bit
0x0FB7       [0]    PRSEN_bit
0x0FB7       [1]    CCP1DEL
0x0FB7       [0]    PDC5_bit
0x0FB7       [0]    PDC6_bit
0x0FB8       [0]    BRG16_bit
0x0FB8       [0]    TXCKP_bit
0x0FB8       [0]    ABDOVF_bit
0x0FB8       [0]    WUE_bit
0x0FB8       [0]    RCIDL_bit
0x0FB8       [1]    BAUDCON
0x0FB8       [0]    ABDEN_bit
0x0FB8       [0]    RXDTP_bit
0x0FB8       [0]    SCKP_bit
0x0FB8       [0]    RCMT_bit
0x0FBA       [0]    DC2B0_bit
0x0FBA       [0]    DC2B1_bit
0x0FBA       [1]    CCP2CON
0x0FBA       [0]    CCP2M3_bit
0x0FBA       [0]    CCP2M2_bit
0x0FBA       [0]    CCP2M0_bit
0x0FBA       [0]    CCP2M1_bit
0x0FBB       [2]    CCPR2
0x0FBB       [1]    CCPR2L
0x0FBC       [1]    CCPR2H
0x0FBD       [0]    CCP1M3_bit
0x0FBD       [0]    P1M1_bit
0x0FBD       [1]    ECCP1CON
0x0FBD       [1]    CCP1CON
0x0FBD       [0]    P1M0_bit
0x0FBD       [0]    CCP1M1_bit
0x0FBD       [0]    CCP1M0_bit
0x0FBD       [0]    CCP1M2_bit
0x0FBD       [0]    DC1B0_bit
0x0FBD       [0]    DC1B1_bit
0x0FBE       [2]    CCPR1
0x0FBE       [1]    CCPR1L
0x0FBF       [1]    CCPR1H
0x0FC0       [1]    ADCON2
0x0FC0       [0]    ACQT2_bit
0x0FC0       [0]    ADCS1_bit
0x0FC0       [0]    ADCS2_bit
0x0FC0       [0]    ADFM_bit
0x0FC0       [0]    ACQT1_bit
0x0FC0       [0]    ACQT0_bit
0x0FC0       [0]    ADCS0_bit
0x0FC1       [0]    PCFG0_bit
0x0FC1       [1]    ADCON1
0x0FC1       [0]    VCFG0_bit
0x0FC1       [0]    VCFG1_bit
0x0FC1       [0]    PCFG1_bit
0x0FC1       [0]    PCFG2_bit
0x0FC1       [0]    PCFG3_bit
0x0FC2       [0]    GO_bit
0x0FC2       [0]    CHS1_bit
0x0FC2       [0]    NOT_DONE_bit
0x0FC2       [0]    ADON_bit
0x0FC2       [0]    CHS0_bit
0x0FC2       [1]    ADCON0
0x0FC2       [0]    CHS3_bit
0x0FC2       [0]    GO_DONE_bit
0x0FC2       [0]    CHS2_bit
0x0FC2       [0]    DONE_bit
0x0FC3       [2]    ADRES
0x0FC3       [1]    ADRESL
0x0FC4       [1]    ADRESH
0x0FC5       [0]    RSEN_bit
0x0FC5       [0]    SEN_bit
0x0FC5       [0]    ACKDT_bit
0x0FC5       [0]    ACKEN_bit
0x0FC5       [1]    SSPCON2
0x0FC5       [0]    GCEN_bit
0x0FC5       [0]    RCEN_bit
0x0FC5       [0]    ACKSTAT_bit
0x0FC5       [0]    PEN_bit
0x0FC6       [0]    SSPM1_bit
0x0FC6       [1]    SSPCON1
0x0FC6       [0]    WCOL_bit
0x0FC6       [0]    CKP_bit
0x0FC6       [0]    SSPEN_bit
0x0FC6       [0]    SSPM0_bit
0x0FC6       [0]    SSPM3_bit
0x0FC6       [0]    SSPOV_bit
0x0FC6       [0]    SSPM2_bit
0x0FC7       [0]    I2C_START__bit
0x0FC7       [0]    CKE_bit
0x0FC7       [0]    I2C_STOP__bit
0x0FC7       [0]    I2C_DAT_bit
0x0FC7       [0]    BF_bit
0x0FC7       [0]    I2C_READ_bit
0x0FC7       [0]    NOT_ADDRESS_bit
0x0FC7       [0]    P_bit
0x0FC7       [0]    DATA_ADDRESS_bit
0x0FC7       [0]    READ_WRITE_bit
0x0FC7       [0]    NOT_WRITE_bit
0x0FC7       [0]    R_bit
0x0FC7       [1]    SSPSTAT
0x0FC7       [0]    NOT_W_bit
0x0FC7       [0]    R_W_bit
0x0FC7       [0]    D_bit
0x0FC7       [0]    D_A_bit
0x0FC7       [0]    SMP_bit
0x0FC7       [0]    UA_bit
0x0FC7       [0]    S_bit
0x0FC7       [0]    NOT_A_bit
0x0FC8       [1]    SSPADD
0x0FC9       [1]    SSPBUF
0x0FCA       [0]    T2CKPS0_bit
0x0FCA       [1]    T2CON
0x0FCA       [0]    T2CKPS1_bit
0x0FCA       [0]    TMR2ON_bit
0x0FCA       [0]    T2OUTPS3_bit
0x0FCA       [0]    T2OUTPS2_bit
0x0FCA       [0]    T2OUTPS1_bit
0x0FCA       [0]    T2OUTPS0_bit
0x0FCB       [1]    PR2
0x0FCC       [1]    TMR2
0x0FCD       [0]    NOT_T1SYNC_bit
0x0FCD       [0]    T1CKPS1_bit
0x0FCD       [1]    T1CON
0x0FCD       [0]    T1CKPS0_bit
0x0FCD       [0]    TMR1ON_bit
0x0FCD       [0]    RD16_T1CON_bit
0x0FCD       [0]    T1OSCEN_bit
0x0FCD       [0]    TMR1CS_bit
0x0FCD       [0]    T1SYNC_bit
0x0FCD       [0]    T1RUN_bit
0x0FCE       [1]    TMR1L
0x0FCF       [1]    TMR1H
0x0FD0       [0]    BOR_bit
0x0FD0       [1]    RCON
0x0FD0       [0]    POR_bit
0x0FD0       [0]    NOT_IPEN_bit
0x0FD0       [0]    NOT_PD_bit
0x0FD0       [0]    NOT_BOR_bit
0x0FD0       [0]    RI_bit
0x0FD0       [0]    TO__bit
0x0FD0       [0]    NOT_POR_bit
0x0FD0       [0]    IPEN_bit
0x0FD0       [0]    NOT_TO_bit
0x0FD0       [0]    PD_bit
0x0FD0       [0]    NOT_RI_bit
0x0FD0       [0]    SBOREN_bit
0x0FD1       [0]    SWDTE_bit
0x0FD1       [1]    WDTCON
0x0FD1       [0]    SWDTEN_bit
0x0FD2       [0]    BGST_bit
0x0FD2       [1]    HLVDCON
0x0FD2       [0]    IRVST_bit
0x0FD2       [0]    HLVDL3_bit
0x0FD2       [1]    LVDCON
0x0FD2       [0]    IVRST_bit
0x0FD2       [0]    HLVDL0_bit
0x0FD2       [0]    HLVDEN_bit
0x0FD2       [0]    HLVDL2_bit
0x0FD2       [0]    HLVDL1_bit
0x0FD2       [0]    LVDEN_bit
0x0FD2       [0]    LVV1_bit
0x0FD2       [0]    LVV0_bit
0x0FD2       [0]    LVV3_bit
0x0FD2       [0]    LVV2_bit
0x0FD2       [0]    LVDL1_bit
0x0FD2       [0]    LVDL0_bit
